Datetime,CH2,CH3,T1,T2,T3,T4,T5,T6,T7,T8,T9
03-Aug-2023 14:25:27,0.000288,0.000167,20.3168849945068,19.695779800415,24.3972473144531,19.6251754760742,18.6255722045898,19.1383800506592,24.1396980285645,19.7366561889648,19.4988327026367
03-Aug-2023 14:25:32,0.000288,0.000167,20.3168849945068,19.6846313476563,24.3678150177002,19.5954475402832,18.6850280761719,19.119800567627,24.1764907836914,19.7292232513428,19.5025463104248
03-Aug-2023 14:25:37,0.000288,0.000167,20.3168849945068,19.6809158325195,24.3530960083008,19.6028785705566,18.6553001403809,19.119800567627,24.2132835388184,19.7143592834473,19.4616718292236
03-Aug-2023 14:25:42,0.000286,0.000167,20.3168849945068,19.6772003173828,24.3751735687256,19.5991630554199,18.6441516876221,19.1123676300049,24.2169628143311,19.7032108306885,19.4765357971191
03-Aug-2023 14:25:47,0.000286,0.000167,20.3167476654053,19.6733093261719,24.3087730407715,19.598991394043,18.6811370849609,19.115909576416,24.1947154998779,19.717903137207,19.461498260498
03-Aug-2023 14:25:52,0.000286,0.000167,20.3167476654053,19.6695938110352,24.3602828979492,19.6027050018311,18.6699886322021,19.1196250915527,24.1616020202637,19.710470199585,19.4466323852539
03-Aug-2023 14:25:57,0.000286,0.000167,20.3168849945068,19.6734828948975,24.3935699462891,19.5842990875244,18.6701622009277,19.119800567627,24.1544151306152,19.7069282531738,19.4282264709473
03-Aug-2023 14:26:02,0.000286,0.000167,20.3168849945068,19.6697673797607,24.4046077728271,19.5842990875244,18.6775951385498,19.1123676300049,24.1470565795898,19.7069282531738,19.3984985351563
03-Aug-2023 14:26:07,0.000286,0.000166,20.3167476654053,19.6658782958984,24.4228324890137,19.5543975830078,18.7257289886475,19.115909576416,24.1836776733398,19.7067527770996,19.3983268737793
03-Aug-2023 14:26:12,0.000286,0.000166,20.3167476654053,19.6658782958984,24.3860397338867,19.5543975830078,18.740592956543,19.115909576416,24.2094326019287,19.7067527770996,19.4057579040527
03-Aug-2023 14:26:17,0.000286,0.000166,20.3167476654053,19.6733093261719,24.4081153869629,19.5543975830078,18.6068172454834,19.1121940612793,24.1689605712891,19.7067527770996,19.3983268737793
03-Aug-2023 14:26:22,0.000284,0.000166,20.3167476654053,19.6658782958984,24.3529243469238,19.5506801605225,18.5510768890381,19.1121940612793,24.1064128875732,19.7030372619629,19.3908939361572
03-Aug-2023 14:26:27,0.000283,0.000166,20.3167476654053,19.6658782958984,24.3198127746582,19.5469665527344,18.6031017303467,19.1047630310059,24.1468849182129,19.6993217468262,19.402042388916
03-Aug-2023 14:26:32,0.000283,0.000166,20.3167476654053,19.6733093261719,24.3566055297852,19.569263458252,18.8557891845703,19.1084785461426,24.1284866333008,19.7030372619629,19.424337387085
03-Aug-2023 14:26:37,0.000283,0.000166,20.3166103363037,19.6768894195557,24.3895835876465,19.5951385498047,18.915111541748,19.1157741546631,24.1026000976563,19.7066192626953,19.4390659332275
03-Aug-2023 14:26:42,0.000283,0.000166,20.3166103363037,19.6694583892822,24.371187210083,19.591423034668,18.7293109893799,19.1120586395264,24.1099586486816,19.6917533874512,19.4502143859863
03-Aug-2023 14:26:47,0.000283,0.000164,20.3164730072021,19.6804695129395,24.4336013793945,19.5950050354004,18.6548538208008,19.1230697631836,24.1797294616699,19.7101974487305,19.4723739624023
03-Aug-2023 14:26:52,0.000283,0.000164,20.3163356781006,19.669189453125,24.4113922119141,19.5985851287842,18.5952644348145,19.1117897033691,24.1612014770508,19.698917388916,19.4759578704834
03-Aug-2023 14:26:57,0.000283,0.000164,20.3163356781006,19.6654720306396,24.444507598877,19.5837211608887,18.6212768554688,19.1117897033691,24.1060104370117,19.698917388916,19.4759578704834
03-Aug-2023 14:27:02,0.000283,0.000164,20.3163356781006,19.6654720306396,24.4702625274658,19.5911521911621,18.7178936004639,19.1266536712646,24.1170501708984,19.7174968719482,19.4796733856201
03-Aug-2023 14:27:07,0.00028,0.000164,20.3163356781006,19.6654720306396,24.455545425415,19.5762901306152,18.7959289550781,19.1080741882324,24.1170501708984,19.6952018737793,19.4499454498291
03-Aug-2023 14:27:12,0.00028,0.000164,20.3163356781006,19.6654720306396,24.4408283233643,19.5725727081299,18.9074096679688,19.1117897033691,24.1648807525635,19.7063484191895,19.5131187438965
03-Aug-2023 14:27:17,0.00028,0.000164,20.316198348999,19.6727695465088,24.4112586975098,19.5761547088623,18.9518661499023,19.1116523742676,24.1684265136719,19.6950664520264,19.5538578033447
03-Aug-2023 14:27:22,0.00028,0.000164,20.3160610198975,19.657772064209,24.3816928863525,19.5648727416992,18.9182891845703,19.1040878295898,24.1977272033691,19.6912174224854,19.5165634155273
03-Aug-2023 14:27:27,0.00028,0.000163,20.3160610198975,19.6689205169678,24.3596172332764,19.5797348022461,18.9294357299805,19.1115188598633,24.2161254882813,19.6912174224854,19.5054168701172
03-Aug-2023 14:27:32,0.00028,0.000163,20.3160610198975,19.6689205169678,24.4148063659668,19.5871677398682,18.9814605712891,19.1115188598633,24.2933883666992,19.6949310302734,19.5277137756348
03-Aug-2023 14:27:37,0.00028,0.000163,20.3159236907959,19.6762161254883,24.4588241577148,19.5981826782227,18.8178215026855,19.111385345459,24.2858982086182,19.6985130310059,19.5350093841553
03-Aug-2023 14:27:42,0.00028,0.000163,20.3159236907959,19.6762161254883,24.4956169128418,19.5981826782227,18.8215370178223,19.111385345459,24.2491054534912,19.6947975158691,19.508996963501
03-Aug-2023 14:27:47,0.00028,0.000163,20.3159236907959,19.6836490631104,24.4367485046387,19.6018981933594,18.80295753479,19.1225337982178,24.2380657196045,19.6985130310059,19.5015640258789
03-Aug-2023 14:27:52,0.000278,0.000163,20.3157863616943,19.6835155487061,24.4660511016846,19.5943298339844,18.7507991790771,19.1186828613281,24.2416133880615,19.7020950317383,19.5014305114746
03-Aug-2023 14:27:57,0.000278,0.000163,20.3157863616943,19.6798000335693,24.4734077453613,19.6017627716064,18.7062072753906,19.1298294067383,24.2342548370361,19.7169609069824,19.4939994812012
